id,hostname,planet_letter,planet_name,discovery_method,orbital_period,planet_jupiter_mass
728,HD 40307,g,HD 40307 g,Radial Velocity,197.8,0.0223
729,HD 40956,b,HD 40956 b,Radial Velocity,578.6,2.7
730,HD 40979,b,HD 40979 b,Radial Velocity,264.14999,4.67
731,HD 41004 A,b,HD 41004 A b,Radial Velocity,963,2.54
732,HD 41004 B,b,HD 41004 B b,Radial Velocity,1.3283,18.37
733,HD 4113,b,HD 4113 b,Radial Velocity,526.62,1.56
734,HD 42012,b,HD 42012 b,Radial Velocity,857.5,1.6
735,HD 4203,b,HD 4203 b,Radial Velocity,431.88,2.23
736,HD 4203,c,HD 4203 c,Radial Velocity,6700,2.17
737,HD 4208,b,HD 4208 b,Radial Velocity,832.97,0.81
738,HD 42618,b,HD 42618 b,Radial Velocity,149.61,0.04531
739,HD 4308,b,HD 4308 b,Radial Velocity,15.56,0.05
740,HD 4313,b,HD 4313 b,Radial Velocity,356.21,1.927
741,HD 43197,b,HD 43197 b,Radial Velocity,327.8,0.6
742,HD 43691,b,HD 43691 b,Radial Velocity,36.9987,2.55
743,HD 44219,b,HD 44219 b,Radial Velocity,472.3,0.58
744,HD 45184,b,HD 45184 b,Radial Velocity,5.8854,0.0384
745,HD 45184,c,HD 45184 c,Radial Velocity,13.1354,0.0277
746,HD 45350,b,HD 45350 b,Radial Velocity,963.6,1.79
747,HD 45364,b,HD 45364 b,Radial Velocity,226.93,0.1872
748,HD 45364,c,HD 45364 c,Radial Velocity,342.85,0.6579
749,HD 45652,b,HD 45652 b,Radial Velocity,44.073,0.433
750,HD 46375,b,HD 46375 b,Radial Velocity,3.023573,0.226
751,HD 47186,b,HD 47186 b,Radial Velocity,4.0845,0.07
752,HD 47186,c,HD 47186 c,Radial Velocity,1353.6,0.35061
753,HD 4732,b,HD 4732 b,Radial Velocity,360.2,2.37
754,HD 4732,c,HD 4732 c,Radial Velocity,2732,2.37
755,HD 47366,b,HD 47366 b,Radial Velocity,363.3,1.75
756,HD 47366,c,HD 47366 c,Radial Velocity,684.7,1.86
757,HD 47536,b,HD 47536 b,Radial Velocity,712.13,7.32
758,HD 48265,b,HD 48265 b,Radial Velocity,778.51,1.525
759,HD 4917,b,HD 4917 b,Radial Velocity,400.5,1.615
760,HD 49674,b,HD 49674 b,Radial Velocity,4.94737,0.1
761,HD 50499,b,HD 50499 b,Radial Velocity,2447.1,1.636
762,HD 50499,c,HD 50499 c,Radial Velocity,8619.9,2.93
763,HD 50554,b,HD 50554 b,Radial Velocity,1293,4.954
764,HD 51608,b,HD 51608 b,Radial Velocity,14.0726,0.0402
765,HD 51608,c,HD 51608 c,Radial Velocity,95.9446,0.045
766,HD 52265,b,HD 52265 b,Radial Velocity,119.27,1.21
767,HD 5319,b,HD 5319 b,Radial Velocity,637.1,1.556
768,HD 5319,c,HD 5319 c,Radial Velocity,872.2,1.053
769,HD 55696,b,HD 55696 b,Radial Velocity,1827,3.87
770,HD 5583,b,HD 5583 b,Radial Velocity,139.35,5.78
771,HD 5608,b,HD 5608 b,Radial Velocity,779.9,1.681
772,HD 564,b,HD 564 b,Radial Velocity,492.3,0.33
773,HD 5891,b,HD 5891 b,Radial Velocity,177.11,7.63
774,HD 59686 A,b,HD 59686 A b,Radial Velocity,299.36,6.92
775,HD 60532,b,HD 60532 b,Radial Velocity,201.9,1.06
776,HD 60532,c,HD 60532 c,Radial Velocity,600.1,2.51
777,HD 62509,b,HD 62509 b,Radial Velocity,589.64,2.3
778,HD 63454,b,HD 63454 b,Radial Velocity,2.81805,0.25
779,HD 63765,b,HD 63765 b,Radial Velocity,358,0.53
780,HD 64114,b,HD 64114 b,Radial Velocity,45.791,0.056
781,HD 6434,b,HD 6434 b,Radial Velocity,21.998,0.49
782,HD 65216,b,HD 65216 b,Radial Velocity,577.6,1.295
783,HD 65216,c,HD 65216 c,Radial Velocity,5370,2.03
784,HD 66141,b,HD 66141 b,Radial Velocity,480.5,6
785,HD 66428,b,HD 66428 b,Radial Velocity,2263.12,3.204
786,HD 67087,b,HD 67087 b,Radial Velocity,352.2,3.06
787,HD 67087,c,HD 67087 c,Radial Velocity,2374,4.85
788,HD 6718,b,HD 6718 b,Radial Velocity,2496,1.68
789,HD 68402,b,HD 68402 b,Radial Velocity,1103,3.07
790,HD 68988,b,HD 68988 b,Radial Velocity,6.27711,1.97
791,HD 69830,b,HD 69830 b,Radial Velocity,8.667,0.0321
792,HD 69830,c,HD 69830 c,Radial Velocity,31.56,0.0371
793,HD 69830,d,HD 69830 d,Radial Velocity,197,0.057
794,HD 70573,b,HD 70573 b,Radial Velocity,851.8,6.1
795,HD 70642,b,HD 70642 b,Radial Velocity,2124.54,1.993
796,HD 7199,b,HD 7199 b,Radial Velocity,615,0.27
797,HD 72490,b,HD 72490 b,Radial Velocity,858,1.768
798,HD 72659,b,HD 72659 b,Radial Velocity,3658,3.85
799,HD 72892,b,HD 72892 b,Radial Velocity,39.475,5.45
800,HD 73267,b,HD 73267 b,Radial Velocity,1245.36,3.097
801,HD 73526,b,HD 73526 b,Radial Velocity,188.3,3.08
802,HD 73526,c,HD 73526 c,Radial Velocity,379.1,2.25
803,HD 73534,b,HD 73534 b,Radial Velocity,1750,1.112
804,HD 74156,b,HD 74156 b,Radial Velocity,51.645,1.8
805,HD 74156,c,HD 74156 c,Radial Velocity,2473,8.06
806,HD 7449,b,HD 7449 b,Radial Velocity,1255.5,0.508
807,HD 75289,b,HD 75289 b,Radial Velocity,3.50927,0.49
808,HD 75784,b,HD 75784 b,Radial Velocity,341.2,1
809,HD 75784,c,HD 75784 c,Radial Velocity,7900,5.64
810,HD 75898,b,HD 75898 b,Radial Velocity,422.9,2.71
811,HD 76700,b,HD 76700 b,Radial Velocity,3.97097,0.21
812,HD 76920,b,HD 76920 b,Radial Velocity,415.4,3.93
813,HD 77338,b,HD 77338 b,Radial Velocity,5.7361,0.06
814,HD 7924,b,HD 7924 b,Radial Velocity,5.39792,0.02
815,HD 7924,c,HD 7924 c,Radial Velocity,15.299,0.02473
816,HD 7924,d,HD 7924 d,Radial Velocity,24.451,0.02026
817,HD 79498,b,HD 79498 b,Radial Velocity,1807,1.34
818,HD 80606,b,HD 80606 b,Radial Velocity,111.4367,4.38
819,HD 81040,b,HD 81040 b,Radial Velocity,1001.70001,7.27
820,HD 81688,b,HD 81688 b,Radial Velocity,184.02,2.7
821,HD 82886,b,HD 82886 b,Radial Velocity,705,2.33
822,HD 82943,b,HD 82943 b,Radial Velocity,441.47,1.681
823,HD 82943,c,HD 82943 c,Radial Velocity,220.078,1.959
824,HD 8326,b,HD 8326 b,Radial Velocity,158.991,0.20955
825,HD 83443,b,HD 83443 b,Radial Velocity,2.9857,0.34
826,HD 8535,b,HD 8535 b,Radial Velocity,1313,0.68
827,HD 85390,b,HD 85390 b,Radial Velocity,799.52,0.099
828,HD 85512,b,HD 85512 b,Radial Velocity,58.43,0.01
829,HD 8574,b,HD 8574 b,Radial Velocity,227,2.03
830,HD 86081,b,HD 86081 b,Radial Velocity,2.1378431,1.48
831,HD 86226,b,HD 86226 b,Radial Velocity,1695,0.92
832,HD 86264,b,HD 86264 b,Radial Velocity,1475,7
833,HD 8673,b,HD 8673 b,Radial Velocity,1634,14.2
834,HD 86950,b,HD 86950 b,Radial Velocity,1270,3.6
835,HD 87646,b,HD 87646 b,Radial Velocity,13.481,12.4
836,HD 87883,b,HD 87883 b,Radial Velocity,2754,1.54
837,HD 88133,b,HD 88133 b,Radial Velocity,3.414884,0.2845
838,HD 89307,b,HD 89307 b,Radial Velocity,2166,2.11
839,HD 89345,b,HD 89345 b,Transit,11.8143,0.11
840,HD 89744,b,HD 89744 b,Radial Velocity,256.78,8.35
841,HD 90156,b,HD 90156 b,Radial Velocity,49.77,0.057
842,HD 9174,b,HD 9174 b,Radial Velocity,1179,1.11
843,HD 92788,b,HD 92788 b,Radial Velocity,325.803,3.76
844,HD 92788,c,HD 92788 c,Radial Velocity,11611.2975,3.67
845,HD 92987,b,HD 92987 b,Radial Velocity,10354.8375,16.88
846,HD 93083,b,HD 93083 b,Radial Velocity,143.58,0.37
847,HD 9446,b,HD 9446 b,Radial Velocity,30.052,0.7
848,HD 9446,c,HD 9446 c,Radial Velocity,192.9,1.82
